session_id,user_id,time_spent,event_time,event_date
55,83,30,2025-04-02,2025-04-02
56,92,381,2025-04-02,2025-04-02
57,92,454,2025-04-02,2025-04-02
58,92,223,2025-04-02,2025-04-02
59,92,319,2025-04-02,2025-04-02
60,96,111,2025-04-02,2025-04-02
61,97,125,2025-04-02,2025-04-02
62,101,127,2025-04-02,2025-04-02
63,105,854,2025-04-02,2025-04-02
64,105,701,2025-04-02,2025-04-02
65,107,115,2025-04-02,2025-04-02
66,107,120,2025-04-02,2025-04-02
67,150,162,2025-04-02,2025-04-02
68,150,163,2025-04-02,2025-04-02
69,150,146,2025-04-02,2025-04-02
70,150,121,2025-04-02,2025-04-02
71,157,367,2025-04-02,2025-04-02
72,198,688,2025-04-02,2025-04-02
73,198,747,2025-04-02,2025-04-02
74,209,75,2025-04-02,2025-04-02
75,209,129,2025-04-02,2025-04-02
76,211,305,2025-04-02,2025-04-02
77,231,225,2025-04-02,2025-04-02
78,231,220,2025-04-02,2025-04-02
79,231,467,2025-04-02,2025-04-02
80,231,289,2025-04-02,2025-04-02
81,231,230,2025-04-02,2025-04-02
82,231,295,2025-04-02,2025-04-02
83,238,44,2025-04-02,2025-04-02
84,238,83,2025-04-02,2025-04-02
85,238,97,2025-04-02,2025-04-02
86,238,100,2025-04-02,2025-04-02
87,238,196,2025-04-02,2025-04-02
88,238,153,2025-04-02,2025-04-02
89,249,1027,2025-04-02,2025-04-02
90,249,852,2025-04-02,2025-04-02
91,249,847,2025-04-02,2025-04-02
92,249,532,2025-04-02,2025-04-02
93,249,966,2025-04-02,2025-04-02
94,249,1023,2025-04-02,2025-04-02
95,253,474,2025-04-02,2025-04-02
96,253,913,2025-04-02,2025-04-02
97,272,571,2025-04-02,2025-04-02
98,272,546,2025-04-02,2025-04-02
99,272,572,2025-04-02,2025-04-02
100,272,805,2025-04-02,2025-04-02
101,272,268,2025-04-02,2025-04-02
102,279,453,2025-04-02,2025-04-02
103,292,94,2025-04-02,2025-04-02
104,296,358,2025-04-02,2025-04-02
105,296,228,2025-04-02,2025-04-02
106,296,315,2025-04-02,2025-04-02
107,296,316,2025-04-02,2025-04-02
108,296,304,2025-04-02,2025-04-02
109,296,354,2025-04-02,2025-04-02
110,296,241,2025-04-02,2025-04-02
111,296,302,2025-04-02,2025-04-02
112,315,685,2025-04-02,2025-04-02
113,315,808,2025-04-02,2025-04-02
114,315,776,2025-04-02,2025-04-02
115,315,634,2025-04-02,2025-04-02
116,315,419,2025-04-02,2025-04-02
117,319,44,2025-04-02,2025-04-02
118,319,156,2025-04-02,2025-04-02
119,320,93,2025-04-02,2025-04-02
120,320,116,2025-04-02,2025-04-02
121,320,245,2025-04-02,2025-04-02
122,361,105,2025-04-02,2025-04-02
123,368,1138,2025-04-02,2025-04-02
124,368,781,2025-04-02,2025-04-02
125,368,981,2025-04-02,2025-04-02
126,368,584,2025-04-02,2025-04-02
127,368,1175,2025-04-02,2025-04-02
128,368,651,2025-04-02,2025-04-02
129,368,757,2025-04-02,2025-04-02
130,368,780,2025-04-02,2025-04-02
131,368,594,2025-04-02,2025-04-02
132,470,906,2025-04-02,2025-04-02
133,470,738,2025-04-02,2025-04-02
134,470,1091,2025-04-02,2025-04-02
135,470,1055,2025-04-02,2025-04-02
136,470,841,2025-04-02,2025-04-02
137,470,1182,2025-04-02,2025-04-02
138,470,818,2025-04-02,2025-04-02
139,479,826,2025-04-02,2025-04-02
140,479,988,2025-04-02,2025-04-02
141,479,902,2025-04-02,2025-04-02
142,479,1041,2025-04-02,2025-04-02
143,479,1153,2025-04-02,2025-04-02
144,481,263,2025-04-02,2025-04-02
145,481,310,2025-04-02,2025-04-02
146,481,405,2025-04-02,2025-04-02
147,481,242,2025-04-02,2025-04-02
148,481,133,2025-04-02,2025-04-02
149,3,369,2025-04-03,2025-04-03
150,55,44,2025-04-03,2025-04-03
151,55,421,2025-04-03,2025-04-03
152,55,382,2025-04-03,2025-04-03
153,55,274,2025-04-03,2025-04-03
154,69,188,2025-04-03,2025-04-03
155,78,167,2025-04-03,2025-04-03
156,78,104,2025-04-03,2025-04-03
157,83,84,2025-04-03,2025-04-03
158,83,133,2025-04-03,2025-04-03
159,83,228,2025-04-03,2025-04-03
160,83,142,2025-04-03,2025-04-03
161,92,365,2025-04-03,2025-04-03
162,92,149,2025-04-03,2025-04-03
163,92,405,2025-04-03,2025-04-03
164,92,200,2025-04-03,2025-04-03
165,96,239,2025-04-03,2025-04-03
166,97,610,2025-04-03,2025-04-03
167,97,257,2025-04-03,2025-04-03
168,97,367,2025-04-03,2025-04-03
169,97,246,2025-04-03,2025-04-03
170,97,354,2025-04-03,2025-04-03
171,97,170,2025-04-03,2025-04-03
172,97,177,2025-04-03,2025-04-03
173,97,405,2025-04-03,2025-04-03
174,101,176,2025-04-03,2025-04-03
175,101,147,2025-04-03,2025-04-03
176,101,87,2025-04-03,2025-04-03
177,105,596,2025-04-03,2025-04-03
178,105,828,2025-04-03,2025-04-03
179,105,1078,2025-04-03,2025-04-03
180,105,1015,2025-04-03,2025-04-03
181,107,229,2025-04-03,2025-04-03
182,107,122,2025-04-03,2025-04-03
183,122,432,2025-04-03,2025-04-03
184,122,448,2025-04-03,2025-04-03
185,122,656,2025-04-03,2025-04-03
186,122,721,2025-04-03,2025-04-03
187,122,502,2025-04-03,2025-04-03
188,150,166,2025-04-03,2025-04-03
189,150,97,2025-04-03,2025-04-03
190,150,128,2025-04-03,2025-04-03
191,150,30,2025-04-03,2025-04-03
192,154,144,2025-04-03,2025-04-03
193,157,229,2025-04-03,2025-04-03
194,157,393,2025-04-03,2025-04-03
195,157,481,2025-04-03,2025-04-03
196,157,234,2025-04-03,2025-04-03
197,160,316,2025-04-03,2025-04-03
198,160,350,2025-04-03,2025-04-03
199,198,455,2025-04-03,2025-04-03
200,198,456,2025-04-03,2025-04-03
201,198,651,2025-04-03,2025-04-03
202,198,592,2025-04-03,2025-04-03
203,198,604,2025-04-03,2025-04-03
204,201,224,2025-04-03,2025-04-03
205,201,389,2025-04-03,2025-04-03
206,201,403,2025-04-03,2025-04-03
207,203,70,2025-04-03,2025-04-03
208,203,80,2025-04-03,2025-04-03
209,209,176,2025-04-03,2025-04-03
210,211,171,2025-04-03,2025-04-03
211,211,291,2025-04-03,2025-04-03
212,211,318,2025-04-03,2025-04-03
213,231,170,2025-04-03,2025-04-03
214,231,382,2025-04-03,2025-04-03
215,248,1010,2025-04-03,2025-04-03
216,248,968,2025-04-03,2025-04-03
217,248,978,2025-04-03,2025-04-03
218,248,634,2025-04-03,2025-04-03
219,248,1109,2025-04-03,2025-04-03
220,248,1133,2025-04-03,2025-04-03
221,248,854,2025-04-03,2025-04-03
222,248,891,2025-04-03,2025-04-03
223,248,593,2025-04-03,2025-04-03
224,248,1002,2025-04-03,2025-04-03
225,249,895,2025-04-03,2025-04-03
226,249,865,2025-04-03,2025-04-03
227,249,945,2025-04-03,2025-04-03
228,249,826,2025-04-03,2025-04-03
229,249,873,2025-04-03,2025-04-03
230,249,1065,2025-04-03,2025-04-03
231,249,812,2025-04-03,2025-04-03
232,253,359,2025-04-03,2025-04-03
233,258,329,2025-04-03,2025-04-03
234,258,276,2025-04-03,2025-04-03
235,258,221,2025-04-03,2025-04-03
236,258,230,2025-04-03,2025-04-03
237,258,208,2025-04-03,2025-04-03
238,272,475,2025-04-03,2025-04-03
239,272,661,2025-04-03,2025-04-03
240,272,667,2025-04-03,2025-04-03
241,272,389,2025-04-03,2025-04-03
242,279,320,2025-04-03,2025-04-03
243,279,368,2025-04-03,2025-04-03
244,279,279,2025-04-03,2025-04-03
245,279,407,2025-04-03,2025-04-03
246,281,954,2025-04-03,2025-04-03
247,281,509,2025-04-03,2025-04-03
248,281,857,2025-04-03,2025-04-03
249,281,898,2025-04-03,2025-04-03
250,281,485,2025-04-03,2025-04-03
251,281,517,2025-04-03,2025-04-03
252,281,728,2025-04-03,2025-04-03
253,292,121,2025-04-03,2025-04-03
254,296,108,2025-04-03,2025-04-03
255,296,174,2025-04-03,2025-04-03
256,296,381,2025-04-03,2025-04-03
257,296,272,2025-04-03,2025-04-03
258,314,844,2025-04-03,2025-04-03
259,314,698,2025-04-03,2025-04-03
260,314,676,2025-04-03,2025-04-03
261,314,919,2025-04-03,2025-04-03
262,314,568,2025-04-03,2025-04-03
263,314,471,2025-04-03,2025-04-03
264,315,679,2025-04-03,2025-04-03
265,315,706,2025-04-03,2025-04-03
266,315,601,2025-04-03,2025-04-03
267,315,759,2025-04-03,2025-04-03
268,315,278,2025-04-03,2025-04-03
269,315,389,2025-04-03,2025-04-03
270,315,602,2025-04-03,2025-04-03
271,319,53,2025-04-03,2025-04-03
272,319,141,2025-04-03,2025-04-03
273,319,60,2025-04-03,2025-04-03
274,319,152,2025-04-03,2025-04-03
275,319,57,2025-04-03,2025-04-03
276,321,374,2025-04-03,2025-04-03
277,331,77,2025-04-03,2025-04-03
278,331,44,2025-04-03,2025-04-03
279,331,106,2025-04-03,2025-04-03
280,335,101,2025-04-03,2025-04-03
281,335,111,2025-04-03,2025-04-03
282,343,84,2025-04-03,2025-04-03
283,355,232,2025-04-03,2025-04-03
284,355,143,2025-04-03,2025-04-03
285,355,67,2025-04-03,2025-04-03
286,355,152,2025-04-03,2025-04-03
287,361,152,2025-04-03,2025-04-03
288,361,253,2025-04-03,2025-04-03
289,368,986,2025-04-03,2025-04-03
290,368,738,2025-04-03,2025-04-03
291,368,805,2025-04-03,2025-04-03
292,377,407,2025-04-03,2025-04-03
293,377,993,2025-04-03,2025-04-03
294,377,433,2025-04-03,2025-04-03
295,377,819,2025-04-03,2025-04-03
296,397,749,2025-04-03,2025-04-03
297,425,185,2025-04-03,2025-04-03
298,425,82,2025-04-03,2025-04-03
299,425,40,2025-04-03,2025-04-03
300,425,107,2025-04-03,2025-04-03
301,425,71,2025-04-03,2025-04-03
302,432,293,2025-04-03,2025-04-03
303,432,272,2025-04-03,2025-04-03
304,432,394,2025-04-03,2025-04-03
305,432,349,2025-04-03,2025-04-03
306,458,122,2025-04-03,2025-04-03
307,468,411,2025-04-03,2025-04-03
308,468,379,2025-04-03,2025-04-03
309,468,571,2025-04-03,2025-04-03
310,468,507,2025-04-03,2025-04-03
311,468,864,2025-04-03,2025-04-03
312,468,557,2025-04-03,2025-04-03
313,470,1030,2025-04-03,2025-04-03
314,470,672,2025-04-03,2025-04-03
315,477,155,2025-04-03,2025-04-03
316,479,1033,2025-04-03,2025-04-03
317,479,981,2025-04-03,2025-04-03
318,479,727,2025-04-03,2025-04-03
319,479,1180,2025-04-03,2025-04-03
320,479,1039,2025-04-03,2025-04-03
321,479,811,2025-04-03,2025-04-03
322,479,804,2025-04-03,2025-04-03
323,481,480,2025-04-03,2025-04-03
324,481,278,2025-04-03,2025-04-03
325,481,215,2025-04-03,2025-04-03
326,481,234,2025-04-03,2025-04-03
327,481,191,2025-04-03,2025-04-03
328,481,221,2025-04-03,2025-04-03
329,481,262,2025-04-03,2025-04-03
330,481,159,2025-04-03,2025-04-03
331,481,301,2025-04-03,2025-04-03
332,3,390,2025-04-04,2025-04-04
333,19,175,2025-04-04,2025-04-04
334,19,54,2025-04-04,2025-04-04
335,19,125,2025-04-04,2025-04-04
336,19,116,2025-04-04,2025-04-04
337,28,198,2025-04-04,2025-04-04
338,28,370,2025-04-04,2025-04-04
339,28,147,2025-04-04,2025-04-04
340,30,157,2025-04-04,2025-04-04
341,30,135,2025-04-04,2025-04-04
342,30,87,2025-04-04,2025-04-04
343,30,59,2025-04-04,2025-04-04
344,55,103,2025-04-04,2025-04-04
345,72,125,2025-04-04,2025-04-04
346,72,104,2025-04-04,2025-04-04
347,78,140,2025-04-04,2025-04-04
348,78,138,2025-04-04,2025-04-04
349,78,148,2025-04-04,2025-04-04
350,92,146,2025-04-04,2025-04-04
351,92,375,2025-04-04,2025-04-04
352,96,156,2025-04-04,2025-04-04
353,96,58,2025-04-04,2025-04-04
354,96,105,2025-04-04,2025-04-04
355,101,184,2025-04-04,2025-04-04
356,101,41,2025-04-04,2025-04-04
357,105,1024,2025-04-04,2025-04-04
358,107,199,2025-04-04,2025-04-04
359,122,674,2025-04-04,2025-04-04
360,122,390,2025-04-04,2025-04-04
361,122,655,2025-04-04,2025-04-04
362,122,284,2025-04-04,2025-04-04
363,122,693,2025-04-04,2025-04-04
364,122,732,2025-04-04,2025-04-04
365,122,511,2025-04-04,2025-04-04
366,122,618,2025-04-04,2025-04-04
367,122,893,2025-04-04,2025-04-04
368,122,524,2025-04-04,2025-04-04
369,122,441,2025-04-04,2025-04-04
370,129,208,2025-04-04,2025-04-04
371,129,186,2025-04-04,2025-04-04
372,150,184,2025-04-04,2025-04-04
373,157,498,2025-04-04,2025-04-04
374,157,246,2025-04-04,2025-04-04
375,157,266,2025-04-04,2025-04-04
376,181,140,2025-04-04,2025-04-04
377,181,30,2025-04-04,2025-04-04
378,181,102,2025-04-04,2025-04-04
379,181,134,2025-04-04,2025-04-04
380,181,50,2025-04-04,2025-04-04
381,181,143,2025-04-04,2025-04-04
382,198,569,2025-04-04,2025-04-04
383,198,588,2025-04-04,2025-04-04
384,198,532,2025-04-04,2025-04-04
385,201,342,2025-04-04,2025-04-04
386,201,265,2025-04-04,2025-04-04
387,201,283,2025-04-04,2025-04-04
388,201,321,2025-04-04,2025-04-04
389,203,135,2025-04-04,2025-04-04
390,203,169,2025-04-04,2025-04-04
391,203,117,2025-04-04,2025-04-04
392,203,147,2025-04-04,2025-04-04
393,209,89,2025-04-04,2025-04-04
394,211,280,2025-04-04,2025-04-04
395,211,282,2025-04-04,2025-04-04
396,211,145,2025-04-04,2025-04-04
397,211,250,2025-04-04,2025-04-04
398,211,271,2025-04-04,2025-04-04
399,219,293,2025-04-04,2025-04-04
400,219,347,2025-04-04,2025-04-04
401,219,387,2025-04-04,2025-04-04
402,231,235,2025-04-04,2025-04-04
403,231,261,2025-04-04,2025-04-04
404,238,85,2025-04-04,2025-04-04
405,238,155,2025-04-04,2025-04-04
406,239,244,2025-04-04,2025-04-04
407,239,296,2025-04-04,2025-04-04
408,239,215,2025-04-04,2025-04-04
409,248,614,2025-04-04,2025-04-04
410,248,1056,2025-04-04,2025-04-04
411,248,730,2025-04-04,2025-04-04
412,248,895,2025-04-04,2025-04-04
413,248,522,2025-04-04,2025-04-04
414,248,821,2025-04-04,2025-04-04
415,249,1008,2025-04-04,2025-04-04
416,249,1228,2025-04-04,2025-04-04
417,249,1125,2025-04-04,2025-04-04
418,250,702,2025-04-04,2025-04-04
419,250,592,2025-04-04,2025-04-04
420,250,855,2025-04-04,2025-04-04
421,250,787,2025-04-04,2025-04-04
422,250,590,2025-04-04,2025-04-04
423,250,742,2025-04-04,2025-04-04
424,250,545,2025-04-04,2025-04-04
425,250,344,2025-04-04,2025-04-04
426,253,461,2025-04-04,2025-04-04
427,253,885,2025-04-04,2025-04-04
428,253,843,2025-04-04,2025-04-04
429,258,210,2025-04-04,2025-04-04
430,258,340,2025-04-04,2025-04-04
431,258,170,2025-04-04,2025-04-04
432,258,329,2025-04-04,2025-04-04
433,272,517,2025-04-04,2025-04-04
434,272,725,2025-04-04,2025-04-04
435,279,246,2025-04-04,2025-04-04
436,279,419,2025-04-04,2025-04-04
437,279,311,2025-04-04,2025-04-04
438,279,215,2025-04-04,2025-04-04
439,281,545,2025-04-04,2025-04-04
440,281,680,2025-04-04,2025-04-04
441,281,644,2025-04-04,2025-04-04
442,281,656,2025-04-04,2025-04-04
443,281,803,2025-04-04,2025-04-04
444,294,161,2025-04-04,2025-04-04
445,296,206,2025-04-04,2025-04-04
446,296,233,2025-04-04,2025-04-04
447,296,329,2025-04-04,2025-04-04
448,314,862,2025-04-04,2025-04-04
449,314,1134,2025-04-04,2025-04-04
450,314,826,2025-04-04,2025-04-04
451,314,780,2025-04-04,2025-04-04
452,314,677,2025-04-04,2025-04-04
453,314,1382,2025-04-04,2025-04-04
454,315,633,2025-04-04,2025-04-04
455,315,608,2025-04-04,2025-04-04
456,315,523,2025-04-04,2025-04-04
457,319,117,2025-04-04,2025-04-04
458,319,94,2025-04-04,2025-04-04
459,320,85,2025-04-04,2025-04-04
460,321,332,2025-04-04,2025-04-04
461,321,254,2025-04-04,2025-04-04
462,321,425,2025-04-04,2025-04-04
463,331,76,2025-04-04,2025-04-04
464,335,165,2025-04-04,2025-04-04
465,335,125,2025-04-04,2025-04-04
466,335,197,2025-04-04,2025-04-04
467,336,150,2025-04-04,2025-04-04
468,336,131,2025-04-04,2025-04-04
469,343,49,2025-04-04,2025-04-04
470,350,414,2025-04-04,2025-04-04
471,350,399,2025-04-04,2025-04-04
472,350,403,2025-04-04,2025-04-04
473,350,191,2025-04-04,2025-04-04
474,350,172,2025-04-04,2025-04-04
475,350,289,2025-04-04,2025-04-04
476,350,220,2025-04-04,2025-04-04
477,355,91,2025-04-04,2025-04-04
478,361,50,2025-04-04,2025-04-04
479,368,888,2025-04-04,2025-04-04
480,368,996,2025-04-04,2025-04-04
481,368,570,2025-04-04,2025-04-04
482,373,120,2025-04-04,2025-04-04
483,373,63,2025-04-04,2025-04-04
484,373,224,2025-04-04,2025-04-04
485,373,175,2025-04-04,2025-04-04
486,377,564,2025-04-04,2025-04-04
487,377,520,2025-04-04,2025-04-04
488,377,441,2025-04-04,2025-04-04
489,377,783,2025-04-04,2025-04-04
490,377,561,2025-04-04,2025-04-04
491,397,717,2025-04-04,2025-04-04
492,397,356,2025-04-04,2025-04-04
493,397,418,2025-04-04,2025-04-04
494,397,564,2025-04-04,2025-04-04
495,420,354,2025-04-04,2025-04-04
496,420,319,2025-04-04,2025-04-04
497,420,326,2025-04-04,2025-04-04
498,420,427,2025-04-04,2025-04-04
499,425,112,2025-04-04,2025-04-04
500,425,125,2025-04-04,2025-04-04
501,425,52,2025-04-04,2025-04-04
502,432,541,2025-04-04,2025-04-04
503,432,314,2025-04-04,2025-04-04
504,438,498,2025-04-04,2025-04-04
505,438,638,2025-04-04,2025-04-04
506,438,413,2025-04-04,2025-04-04
507,438,650,2025-04-04,2025-04-04
508,440,110,2025-04-04,2025-04-04
509,440,94,2025-04-04,2025-04-04
510,440,111,2025-04-04,2025-04-04
511,440,127,2025-04-04,2025-04-04
512,443,101,2025-04-04,2025-04-04
513,458,30,2025-04-04,2025-04-04
514,468,754,2025-04-04,2025-04-04
515,468,372,2025-04-04,2025-04-04
516,468,175,2025-04-04,2025-04-04
517,468,532,2025-04-04,2025-04-04
518,468,682,2025-04-04,2025-04-04
519,468,780,2025-04-04,2025-04-04
520,470,807,2025-04-04,2025-04-04
521,470,938,2025-04-04,2025-04-04
522,470,989,2025-04-04,2025-04-04
523,470,798,2025-04-04,2025-04-04
524,470,906,2025-04-04,2025-04-04
525,476,707,2025-04-04,2025-04-04
526,476,858,2025-04-04,2025-04-04
527,476,1022,2025-04-04,2025-04-04
528,476,931,2025-04-04,2025-04-04
529,476,782,2025-04-04,2025-04-04
530,476,944,2025-04-04,2025-04-04
531,476,1042,2025-04-04,2025-04-04
532,477,30,2025-04-04,2025-04-04
533,477,92,2025-04-04,2025-04-04
534,477,102,2025-04-04,2025-04-04
535,477,55,2025-04-04,2025-04-04
536,479,542,2025-04-04,2025-04-04
537,479,963,2025-04-04,2025-04-04
538,479,833,2025-04-04,2025-04-04
539,479,881,2025-04-04,2025-04-04
540,481,247,2025-04-04,2025-04-04
541,481,475,2025-04-04,2025-04-04
542,481,301,2025-04-04,2025-04-04
543,3,320,2025-04-05,2025-04-05
544,3,463,2025-04-05,2025-04-05
545,3,226,2025-04-05,2025-04-05
546,3,481,2025-04-05,2025-04-05
547,3,377,2025-04-05,2025-04-05
548,3,355,2025-04-05,2025-04-05
549,3,323,2025-04-05,2025-04-05
550,19,105,2025-04-05,2025-04-05
551,19,108,2025-04-05,2025-04-05
552,19,138,2025-04-05,2025-04-05
553,28,290,2025-04-05,2025-04-05
554,28,341,2025-04-05,2025-04-05
555,28,213,2025-04-05,2025-04-05
556,28,427,2025-04-05,2025-04-05
557,28,404,2025-04-05,2025-04-05
558,30,155,2025-04-05,2025-04-05
559,30,218,2025-04-05,2025-04-05
560,30,184,2025-04-05,2025-04-05
561,50,42,2025-04-05,2025-04-05
562,54,685,2025-04-05,2025-04-05
563,54,824,2025-04-05,2025-04-05
564,54,528,2025-04-05,2025-04-05
565,54,473,2025-04-05,2025-04-05
566,58,106,2025-04-05,2025-04-05
567,58,97,2025-04-05,2025-04-05
568,69,89,2025-04-05,2025-04-05
569,69,125,2025-04-05,2025-04-05
570,69,88,2025-04-05,2025-04-05
571,72,109,2025-04-05,2025-04-05
572,78,121,2025-04-05,2025-04-05
573,92,198,2025-04-05,2025-04-05
574,92,393,2025-04-05,2025-04-05
575,92,275,2025-04-05,2025-04-05
576,92,378,2025-04-05,2025-04-05
577,96,192,2025-04-05,2025-04-05
578,97,273,2025-04-05,2025-04-05
579,97,288,2025-04-05,2025-04-05
580,100,66,2025-04-05,2025-04-05
581,100,160,2025-04-05,2025-04-05
582,105,744,2025-04-05,2025-04-05
583,105,1165,2025-04-05,2025-04-05
584,105,962,2025-04-05,2025-04-05
585,105,778,2025-04-05,2025-04-05
586,105,991,2025-04-05,2025-04-05
587,122,585,2025-04-05,2025-04-05
588,122,537,2025-04-05,2025-04-05
589,122,458,2025-04-05,2025-04-05
590,122,691,2025-04-05,2025-04-05
591,129,101,2025-04-05,2025-04-05
592,129,156,2025-04-05,2025-04-05
593,154,178,2025-04-05,2025-04-05
594,157,351,2025-04-05,2025-04-05
595,157,221,2025-04-05,2025-04-05
596,157,433,2025-04-05,2025-04-05
597,160,360,2025-04-05,2025-04-05
598,160,411,2025-04-05,2025-04-05
599,170,116,2025-04-05,2025-04-05
600,170,221,2025-04-05,2025-04-05
601,170,414,2025-04-05,2025-04-05
602,170,320,2025-04-05,2025-04-05
603,170,392,2025-04-05,2025-04-05
604,181,152,2025-04-05,2025-04-05
605,181,62,2025-04-05,2025-04-05
606,182,79,2025-04-05,2025-04-05
607,182,174,2025-04-05,2025-04-05
608,182,147,2025-04-05,2025-04-05
609,198,737,2025-04-05,2025-04-05
610,198,485,2025-04-05,2025-04-05
611,198,709,2025-04-05,2025-04-05
612,198,444,2025-04-05,2025-04-05
613,198,692,2025-04-05,2025-04-05
614,198,402,2025-04-05,2025-04-05
615,201,328,2025-04-05,2025-04-05
616,201,201,2025-04-05,2025-04-05
617,203,69,2025-04-05,2025-04-05
618,209,194,2025-04-05,2025-04-05
619,209,100,2025-04-05,2025-04-05
620,211,297,2025-04-05,2025-04-05
621,218,321,2025-04-05,2025-04-05
622,218,307,2025-04-05,2025-04-05
623,218,462,2025-04-05,2025-04-05
624,218,495,2025-04-05,2025-04-05
625,219,133,2025-04-05,2025-04-05
626,219,405,2025-04-05,2025-04-05
627,231,200,2025-04-05,2025-04-05
628,231,403,2025-04-05,2025-04-05
629,238,142,2025-04-05,2025-04-05
630,238,128,2025-04-05,2025-04-05
631,238,67,2025-04-05,2025-04-05
632,238,77,2025-04-05,2025-04-05
633,239,209,2025-04-05,2025-04-05
634,239,417,2025-04-05,2025-04-05
635,239,366,2025-04-05,2025-04-05
636,246,1288,2025-04-05,2025-04-05
637,246,856,2025-04-05,2025-04-05
638,246,725,2025-04-05,2025-04-05
639,246,1076,2025-04-05,2025-04-05
640,246,1044,2025-04-05,2025-04-05
641,248,716,2025-04-05,2025-04-05
642,249,1171,2025-04-05,2025-04-05
643,250,277,2025-04-05,2025-04-05
644,250,731,2025-04-05,2025-04-05
645,250,365,2025-04-05,2025-04-05
646,250,825,2025-04-05,2025-04-05
647,250,550,2025-04-05,2025-04-05
648,253,568,2025-04-05,2025-04-05
649,253,595,2025-04-05,2025-04-05
650,257,954,2025-04-05,2025-04-05
651,257,967,2025-04-05,2025-04-05
652,257,712,2025-04-05,2025-04-05
653,257,943,2025-04-05,2025-04-05
654,257,694,2025-04-05,2025-04-05
655,257,1120,2025-04-05,2025-04-05
656,257,1112,2025-04-05,2025-04-05
657,257,1006,2025-04-05,2025-04-05
658,257,972,2025-04-05,2025-04-05
659,257,1252,2025-04-05,2025-04-05
660,258,299,2025-04-05,2025-04-05
661,258,254,2025-04-05,2025-04-05
662,272,339,2025-04-05,2025-04-05
663,272,983,2025-04-05,2025-04-05
664,272,503,2025-04-05,2025-04-05
665,279,418,2025-04-05,2025-04-05
666,281,941,2025-04-05,2025-04-05
667,281,895,2025-04-05,2025-04-05
668,281,597,2025-04-05,2025-04-05
669,294,215,2025-04-05,2025-04-05
670,296,357,2025-04-05,2025-04-05
671,296,350,2025-04-05,2025-04-05
672,296,479,2025-04-05,2025-04-05
673,308,97,2025-04-05,2025-04-05
674,308,110,2025-04-05,2025-04-05
675,314,943,2025-04-05,2025-04-05
676,314,704,2025-04-05,2025-04-05
677,314,882,2025-04-05,2025-04-05
678,314,967,2025-04-05,2025-04-05
679,314,863,2025-04-05,2025-04-05
680,314,801,2025-04-05,2025-04-05
681,314,649,2025-04-05,2025-04-05
682,315,603,2025-04-05,2025-04-05
683,315,568,2025-04-05,2025-04-05
684,315,743,2025-04-05,2025-04-05
685,315,837,2025-04-05,2025-04-05
686,315,432,2025-04-05,2025-04-05
687,319,144,2025-04-05,2025-04-05
688,319,127,2025-04-05,2025-04-05
689,321,272,2025-04-05,2025-04-05
690,321,203,2025-04-05,2025-04-05
691,321,350,2025-04-05,2025-04-05
692,321,227,2025-04-05,2025-04-05
693,336,131,2025-04-05,2025-04-05
694,336,203,2025-04-05,2025-04-05
695,336,127,2025-04-05,2025-04-05
