attempt_id,user_id,session_id,level_id,status,event_time,attempt_number
675,253,96,12,win,2025-04-02,3
676,253,96,13,win,2025-04-02,1
677,253,96,14,win,2025-04-02,1
678,253,96,15,win,2025-04-02,1
679,253,96,16,win,2025-04-02,1
680,253,96,17,win,2025-04-02,1
681,253,96,18,win,2025-04-02,1
682,253,96,19,win,2025-04-02,1
683,253,96,20,quit,2025-04-02,1
684,272,97,1,win,2025-04-02,1
685,272,97,2,win,2025-04-02,1
686,272,97,3,win,2025-04-02,1
687,272,97,4,lose,2025-04-02,1
688,272,98,4,quit,2025-04-02,2
689,272,99,4,win,2025-04-02,3
690,272,99,5,win,2025-04-02,1
691,272,99,6,win,2025-04-02,1
692,272,99,7,win,2025-04-02,1
693,272,99,8,win,2025-04-02,1
694,272,99,9,lose,2025-04-02,1
695,272,100,9,win,2025-04-02,2
696,272,100,10,win,2025-04-02,1
697,272,100,11,lose,2025-04-02,1
698,272,100,11,win,2025-04-02,2
699,272,100,12,win,2025-04-02,1
700,272,100,13,win,2025-04-02,1
701,272,100,14,win,2025-04-02,1
702,272,100,15,win,2025-04-02,1
703,272,100,16,win,2025-04-02,1
704,272,100,17,win,2025-04-02,1
705,272,100,18,win,2025-04-02,1
706,272,100,19,win,2025-04-02,1
707,272,100,20,quit,2025-04-02,1
708,272,101,20,win,2025-04-02,2
709,272,101,21,win,2025-04-02,1
710,272,101,22,win,2025-04-02,1
711,272,101,23,win,2025-04-02,1
712,272,101,24,win,2025-04-02,1
713,272,101,25,win,2025-04-02,1
714,272,101,26,win,2025-04-02,1
715,272,101,27,win,2025-04-02,1
716,272,101,28,win,2025-04-02,1
717,272,101,29,win,2025-04-02,1
718,272,101,30,lose,2025-04-02,1
719,272,101,30,win,2025-04-02,2
720,272,101,31,lose,2025-04-02,1
721,272,101,31,lose,2025-04-02,2
722,279,102,1,win,2025-04-02,1
